place_id,Place_Name,Description,Category,City,Price,LevelPrice,Rating,Lat,Long,features,index,cost_range_min,cost_range_max,photo_references,image_link,formatted_address
ChIJJxuuu7fmaC4RJ3PO4pMZDwU,Amazing Art World,"Amazing Art World Bandung, sebuah objek wisata yang terletak di Bandung, yang menegaskan bahwa destinasi wisata itu bukan hanya sekedar tentang pantai, air terjun, atau wisata alam lainnya saja. Hasil karya lukisanpun ternyata mampu menjadi sebuah destinasi wisata yang sangat menyenangkan. Apalagi lukisan 3D, selain keren, tetapi mampu membuat manipulasi bagi mata para pengunjung. Luasnya Amazing Art World Bandung menjadikannya sebagai salah-satu museum lukisan 3D terbesar, bukan hanya di tingkat nasional, tetapi di dunia.",Budaya,Bandung,75000,4,4.5,-6.8516591,107.5955534,amazing art world budaya bandung amazing art world bandung objek wisata terletak bandung destinasi wisata sekedar pantai air terjun wisata alam hasil karya lukisanpun destinasi wisata menyenangkan lukisan keren manipulasi pengunjung luasnya amazing art world bandung menjadikannya salah-satu museum lukisan terbesar tingkat nasional dunia,33,100000,500000,AZose0kIptQuTjkceWFDwk1gvh7EaW7lPHtZQxfjeS6xazJtWRpIziIwnRZKWjoCv3oRBWhhrcCjUdQXeIqen5NMRQ7C8Gz9pBAZnmQ8jAg3qW5gJtnIgfSYSjU1-9k6CklKBvf2bL6etIcRxMdE8rVuP6VPxNssAjJTscCZ95RSLxGrgj6W,https://lh3.googleusercontent.com/places/ANJU3DsWo3eBDZmDWcGMZ1y0OWDVakWwDKrr6PpW1XDqLgbOPsHmy9xgeKqfmCpRYys7K9rtcShFPHMjr1X4bJWHXHHOLSMmoAqSuH4=s1600-w1600-h1600,"Jl. Dr. Setiabudi No.293-295, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154, Indonesia"
ChIJkwl70Z3oaC4ROmVnP8rCudw,Panghegar Waterboom Bandung,"Panghegar Waterboom Bandung merupakan salah satu destinasi wisata yang wajib dikunjungi bagi wisatawan yang hendak mengajak buah hatinya bermain air. Terletak di Buah Batu, lokasi ini kerap kali diincar saat akhir pekan. Tak hanya menyuguhkan kolam renang, tempat ini juga menyediakan berbagai wahana menarik yang sayang jika dilewatkan. Terdiri dari seluncuran air yang dibagi untuk 2 kategori yaitu seluncuran orang dewasa dan seluncuran anak-anak. Destinasi rekreasi keluarga menawarkan beragam kegiatan seru, baik untuk anak-anak maupun dewasa. Terdapat beberapa jenis kolam yang bisa dicoba: kolam ombak, kolam mini, kolam arus, dan lain sebagainya. Ada pun yang paling baru di Panghegar Waterboom Bandung yaitu kolam air panas yang disajikan bagi wisatawan yang hendak berendam.",Taman Hiburan,Bandung,75000,4,4.3,-6.9614032,107.6227321,panghegar waterboom bandung taman hiburan bandung panghegar waterboom bandung salah destinasi wisata wajib dikunjungi wisatawan mengajak buah hatinya bermain air terletak buah batu lokasi kerap diincar pekan menyuguhkan kolam renang menyediakan wahana menarik sayang dilewatkan seluncuran air dibagi  kategori seluncuran dewasa seluncuran anak-anak destinasi rekreasi keluarga menawarkan beragam kegiatan seru anak-anak dewasa jenis kolam dicoba kolam ombak kolam mini kolam arus panghegar waterboom bandung kolam air panas disajikan wisatawan berendam,34,100000,500000,AZose0lKoHviMSUJew5szPuqWgp1eusAtFkfE7YGL3O6pABRe924L6qLwjzPSdNdqnbYjCwlqg9u_lNU5nue_5GDx0DR_yvfV2IQvaQhQ1kn0wX4In2UlVF_ZVrp6Pi1ZoS4qIHLMtcQsDCNZGiwFb_mK-kHLPfIvV06QtFPfXAU7CQQJx8t,https://lh3.googleusercontent.com/places/ANJU3DuG3RhJdcHbFnftSPGU-2Rx562TgsGglJzuUED35yI5ecwoVXNLDZ2sjWBSXcN4OoqhBqh393SmspT_OaIJJ_bhULnAoLs1t_A=s1600-w1024-h576,"Jl. Mengger Tengah No.37, Mengger, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40252, Indonesia"
ChIJBYSGT5DnaC4RnEy6JfAzvO8,Saung Angklung Mang Udjo,"Saung Angklung Udjo (SAU) adalah suatu tempat yang merupakan tempat pertunjukan, pusat kerajinan tangan dari bambu, dan workshop instrumen musik dari bambu. Selain itu, SAU mempunyai tujuan sebagai laboratorium kependidikan dan pusat belajar untuk memelihara kebudayaan Sunda dan khususnya angklung. Didirikan pada tahun 1966 oleh Udjo Ngalagena dan istrinya Uum Sumiati, dengan maksud untuk melestarikan dan memelihara seni dan kebudayaan tradisional Sunda. Berlokasi di Jalan Padasuka 118, Bandung Timur Jawa Barat Indonesia. Dengan suasana tempat yang segar udaranya dan dikelilingi oleh pohon-pohon bambu, dari kerajinan bambu dan interior bambu sampai alat musik bambu. Disamping pertunjukan rutin setiap sore, Saung Angklung Udjo telah berkali-kali mengadakan pertunjukan khusus yang dilakukan pada pagi atau siang hari. Pertunjukkan tersebut tidak terbatas diadakan di lokasi Saung Angklung Udjo saja, tetapi berbagai undangan tampil di berbagai tempat baik di dalam maupun di luar negeri, pada bulan Agustus tahun 2000 di Sasana Budaya Ganesha ITB, Bandung, Saung Angklung Udjo mengadakan konser kolaborasi dengan penyanyi cilik yang dijuluki Shirley Temple-nya Indonesia, yaitu Sherina. Saung Angklung Udjo tidak terbatas pada hanya menjual seni pertunjukan saja, berbagai produk alat musik bambu tradisional (angklung, arumba, calung dan lainnya) dibuat dan dijual kepada para pembeli.",Budaya,Bandung,75000,4,4.7,-6.8971362,107.6558466,saung angklung mang udjo budaya bandung saung angklung udjo sau pertunjukan pusat kerajinan tangan bambu workshop instrumen musik bambu sau tujuan laboratorium kependidikan pusat belajar memelihara kebudayaan sunda angklung didirikan tahun 9 udjo ngalagena istrinya uum sumiati melestarikan memelihara seni kebudayaan tradisional sunda berlokasi jalan padasuka  bandung timur jawa barat indonesia suasana segar udaranya dikelilingi pohon-pohon bambu kerajinan bambu interior bambu alat musik bambu disamping pertunjukan rutin sore saung angklung udjo mengadakan pertunjukan pagi siang pertunjukkan terbatas diadakan lokasi saung angklung udjo undangan tampil negeri agustus tahun  sasana budaya ganesha itb bandung saung angklung udjo mengadakan konser kolaborasi penyanyi cilik dijuluki shirley temple-nya indonesia sherina saung angklung udjo terbatas menjual seni pertunjukan produk alat musik bambu tradisional angklung arumba calung dijual pembeli,35,100000,500000,AZose0nbvaMtSx5aSFyMN5Dfx2pTY7nmHNNSeltCFYDk8uLPjoK8yuGmiY-5au5j-uZbLXxxRSi7FlJfUtuUIQtoAaCqp1jdFQmh25RYg5bKZRgJTOgnNUBaquaYDzFgeY4bVfVi1ybPqTlJR3X7K64WDf1wfZwF3sVNwWAPX8wtszUzSS8f,https://lh3.googleusercontent.com/places/ANJU3Du3KOMYF_KCbp1tednLKtZcAse0yP-cgqjw69k6XI_XCLmKgi79Z4A3pACsTpbC5lQwgCwXPuvAcEdwwYIiTKZMl8MpbiA6C9M=s1600-w853-h853,"Jl. Padasuka No.118, Pasirlayung, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40192, Indonesia"
ChIJDQzY0n7xaS4RIm9acjgO2WI,The Escape Hunt,"Escape Hunt adalah salah satu tempat rekreasi yang lokasinya terletak di Jakarta Selatan. Di tempat ini, kamu akan berperan sebagai seorang detektif yang berada di sebuah ruangan terkunci dan hanya diberikan waktu 1 jam untuk memecahkan teka-teki yang ada. Tidak perlu khawatir atau takut sendirian, karena di sini kamu bisa mengajak hingga 4 temanmu dalam satu ruangan yang sama dan memecahkan kasus bersama-sama. Menarik sekali, bukan? Pertama kali datang di tempat ini, kamu akan dituntun untuk mengisi data di formulir yang telah disediakan dan diberikan briefing oleh pemandu game mengenai jalan cerita tema/kasus yang sudah kamu tentukan.",Taman Hiburan,Jakarta,70000,4,4.4,-6.2555033,106.8122591,the escape hunt taman hiburan jakarta escape hunt salah rekreasi lokasinya terletak jakarta selatan berperan detektif ruangan terkunci waktu  jam memecahkan teka-teki khawatir takut mengajak  temanmu ruangan memecahkan menarik dituntun mengisi data formulir disediakan briefing pemandu game jalan cerita temakasus tentukan,36,100000,500000,AZose0no5gIVr-juju3F_EPVkzdAXBSHD1CdCZLjvkHNlUTQWTLDaf0DzuuscxGlNpaRZKS7ZMP6U73ejV05wyy6LbJsLEpX8WtC8DgJMX1rOKzGcONki0hT4OKDtLU7khdsEpUY6lAzImeV5EBUCsnwSTEy1W9yCRgajvXB31ca_l9Lv1T5,https://lh3.googleusercontent.com/places/ANJU3DuVeodyDt_-bPsiNfpCn04fQO94jdiaMMEf2a8fR3U3uE8InIfGlZGC5TacB1kj1tj8rDirFwABezzh3G_n_uIdzCQvlyHqJQo=s1600-w1600-h1366,"Lt. 2, Jl. Kemang Raya No.15, RT.1/RW.7, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia"
ChIJqV_mpFboaC4R3GDWGN7fz9g,Batununggal Indah Club,"Kolam renang Batununggal merupakan salah satu kolam renang yang digemari warga Bandung saat liburan. Kolam renang berada di kawasan komplek perumahan Batununggal Insah Estate. Buat kamu yang paham dengan perumahan tersebut pasti mudah sekali untuk menuju ke lokasi. Kolam renang ini sebenarnya bernama Kolam Renang Batununggal Indah Club atau kolam renang BIC. Kolam renang ini merupakan salah satu fasilitas exclusive bagi para penghuni perumahan. Meskipun merupakan fasilitas perumahan, tetapi pihak pengelola sudah membuka untuk umum. Jadi buat kamu yang berada di Bandung dan sekitarnya tanpa harus tinggal di perumahan tersebut sudah bisa menikmati liburan di sana sob.
",Taman Hiburan,Bandung,70000,4,4.4,-6.96323,107.626416,batununggal indah club taman hiburan bandung kolam renang batununggal salah kolam renang digemari warga bandung liburan kolam renang kawasan komplek perumahan batununggal insah estate paham perumahan mudah lokasi kolam renang bernama kolam renang batununggal indah club kolam renang bic kolam renang salah fasilitas exclusive penghuni perumahan fasilitas perumahan pengelola membuka umum bandung tinggal perumahan menikmati liburan sob,37,100000,500000,AZose0n7jrRhswF_lKlWx1zhL5cOlO2Xksrpo46yHqQiz350mzduaD3vPP5sg-DuoZtmBqsS6nNd0hVHZGDGf1KQqIlDErB19vyB_ssO2I_oYUvsHeZhrDzokqzCUHcKCsqdgxUD_RZo-w8cnP2e0wbrjI359LoZXxV2iZG6naCAJ4_3hpJl,https://lh3.googleusercontent.com/places/ANJU3DuOrjiPG4wgPtzePr0kyjAADwa2L9BtXLVryOZtNKIuutdyK8iurmSy3hEMCS7vTNTi9-URFuXO8vygxnkFFK4i1cw0pluRkU0=s1600-w1280-h960,"Jl. Soekarno Hatta Jl. Batununggal Indah IX No.2, Mengger, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40266, Indonesia"
ChIJL_GtxG5Xei4R6wvIWHxbwYs,Gembira Loka Zoo,"Kebun Binatang Gembira Loka biasa disebut Gembira Loka Zoo (disingkat GL Zoo, bahasa Jawa: ꦏꦼꦧꦺꦴꦤ꧀​ꦫꦗ​ꦒꦼꦩ꧀ꦧꦶꦫ​ꦭꦺꦴꦏ, translit. Kêbon Raja Gêmbira Loka) adalah kebun binatang yang berada di Kota Yogyakarta. Berisi berbagai macam spesies dari belahan dunia, seperti orang utan, gajah asia, simpanse, harimau, dan lain sebagainya. Kebun Binatang Gembira Loka menjadi daya tarik tersendiri bagi para wisatawan Yogyakarta. Gembira Loka Zoo sempat rusak parah akibat gempa bumi Yogyakarta tahun 2006. Tetapi, setelah direnovasi Kebun Binatang Gembira Loka tetap dicari para wisatawan.",Cagar Alam,Yogyakarta,60000,4,4.5,-7.8062344,110.3967977,gembira loka zoo cagar alam yogyakarta kebun binatang gembira loka gembira loka zoo disingkat gl zoo bahasa jawa  translit kbon raja gmbira loka kebun binatang kota yogyakarta berisi spesies belahan dunia utan gajah asia simpanse harimau kebun binatang gembira loka daya tarik tersendiri wisatawan yogyakarta gembira loka zoo rusak parah akibat gempa bumi yogyakarta tahun  direnovasi kebun binatang gembira loka dicari wisatawan,38,100000,500000,AZose0kjg7i4EsINy2robQUAel7Rnl9G6GL660YYr3P1atAwVq9vA3gQ0cY-xFnG0RySJZmvrSwTAKBZrz3rQfqw6zobq_Yu-MKvZxk0lK9c1h3oq_RbLmOkleAIfimrMDDTARqEKHxuN1mu8zr8t9qDtraJDUh29Zb-7AYau10WecwmtL3H,https://lh3.googleusercontent.com/places/ANJU3Dvu5FgrW5dfekgaeMU5XFEJHG7jWGq3KY3W-vLF_VX6Ae6qEK9Xy-dZ7_aMLetncX3GzUg6y2SFxWFh2-H91ve03p78IKWcgmE=s1600-w1600-h1600,"Jl. Veteran No.47, Muja Muju, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165, Indonesia"
ChIJQ8ccYWLpaC4RsAJdNCiTDZU,Tektona Waterpark,"Tektona Waterpark sebuah wahana yang memberikan sensasi bermain air bersama keluarga dan sahabat anda, memberikan keceriaan bagi anak-anak maupun pengunjung dewasa dengan fasilitas modern diantaranya Kolam Ombak dan Kolam Arus, Kolam Anak dan Balita, Semi Olympic serta Mini Slider untuk anak-anak dan Mega Slider untuk dewasa dengan ketinggian hampir dari 30 meter, yang akan memicu adrenaline para pengunjung. Selain itu wahana Tektona Waterpark juga menyediakan pojok kuliner, gazebo serta jasa pompa dan foto aksi yang dapat diperoleh di sudut wahana Tektona Waterpark, dan juga selalu tersedia ruang ganti serta ruang bilas di dalam kawasan Tektona Waterpark.",Taman Hiburan,Bandung,60000,4,3.8,-7.0096022,107.6062161,tektona waterpark taman hiburan bandung tektona waterpark wahana sensasi bermain air keluarga sahabat keceriaan anak-anak pengunjung dewasa fasilitas modern kolam ombak kolam arus kolam anak balita semi olympic mini slider anak-anak mega slider dewasa ketinggian  meter memicu adrenaline pengunjung wahana tektona waterpark menyediakan pojok kuliner gazebo jasa pompa foto aksi diperoleh sudut wahana tektona waterpark tersedia ruang ganti ruang bilas kawasan tektona waterpark,39,100000,500000,AZose0kupyr4Wq-f6IUGXmQuD2_Y1yWaUuXs3k3Bz2gBWXoaxTlH-76E3PGYQvpThUpg261EHNFTbnqNpisHU1k1J6pSJ5MGobMaaSRzX_sx6AgnUXrzPTPfB94cvOLNEu97v-JowMTiBi1tKbkaSyJnqrpVVPs8ZO-mE6GdnRv7wasKGJnZ,https://lh3.googleusercontent.com/places/ANJU3DvYsV8QFrf9PDMm672iLaCnNfGQgE2C8P372R96IX4rcz5CenTZI7XtEFfYHKVBjyUHLl6wntKVXBy-AZBYyqjrAxhLPywyAKk=s1600-w600-h402,"Jl.Raya Banjaran, Rencong - Kampung Batu, Malakasari, Kec. Baleendah, Kabupaten Bandung, Jawa Barat 40375, Indonesia"
ChIJ4SCX2QxXei4RU9FnX2AlwZM,De Mata Museum Jogja,"Museum De Mata merupakan salah satu museum yang berisi lukisan 3D terbanyak di dunia. Jumlah lukisannya sekitar 120 dan setiap lukisan memiliki konsep dengan latar belakang yang terlihat seperti nyata. Ada beberapa ukuran lukisan yang ada di Museum De Mata dari ukuran biasa sampai mencapai 5 meter. Ada beberapa macam kategori lukisannya yaitu ornament, lanscape, olahraga, tokoh-tokoh terkenal, superhero, sampai lukisan sirkus. Museum ini didirikan untuk masyarakat menghabiskan liburan dengan menambah pengetahuan. Museum ini menawarkan banyak lukisan-lukisan yang unik misalnya terdapat lukisan dimana anda dapat merasakan keseruan berjalan di atas jembatan kayu yang dibawahnya terdapat jurang yang curam Atau berjuang untuk memadamkan semburanapi panas ari mulut naga, lukisan tersebut tampak seolah-olah nyata. Semua itu terdapat di dalam museum De Mata dengan hasil efek yang menipu mata.",Budaya,Yogyakarta,50000,4,4.4,-7.8163156,110.3871442,de museum jogja budaya yogyakarta museum de salah museum berisi lukisan dunia lukisannya  lukisan memiliki konsep latar ukuran lukisan museum de ukuran mencapai  meter kategori lukisannya ornament lanscape olahraga tokoh-tokoh terkenal superhero lukisan sirkus museum didirikan masyarakat menghabiskan liburan menambah pengetahuan museum menawarkan lukisan-lukisan unik lukisan dimana merasakan keseruan berjalan jembatan kayu dibawahnya jurang curam berjuang memadamkan semburanapi panas ari mulut naga lukisan museum de hasil efek menipu,40,100000,500000,AZose0n_eTZLLrwMo4CO9qm98FdD1gAxU59NoounFmp3RuOat3_rEIqFMGQUttjPqfSZMOWivR5zzhsiekh2APtGQLvEAZ66-DFFufx1fmZH17oEQiNbMY0_jDUM7XDSzpsSpEt58YTL1fLpIPI5vlWJa9QIPQpODaIZcaJmbUJdW6JwGIZx,https://lh3.googleusercontent.com/places/ANJU3DtkKgwSRkojAhtFVi4ua-TafIPeT2v0-sXWkU9w5ub2WVAkoxacAR9izsF-ti-jhc2hOuMuqAvL8aIHf0KxGsWlvGPJGzda3qY=s1600-w1024-h659,"XT Square, Jl. Veteran No.150-151, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161, Indonesia"
ChIJ0VnY2-Naei4RLVqVJTug5xk,Candi Prambanan,"Candi Prambanan atau Candi Roro Jonggrang (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦥꦿꦩ꧀ꦧꦤꦤ꧀, translit. Candhi Prambanan) adalah kompleks candi Hindu terbesar di Indonesia yang dibangun pada abad ke-9 masehi. Candi ini dipersembahkan untuk Trimurti, tiga dewa utama Hindu yaitu Brahma sebagai dewa pencipta, Wisnu sebagai dewa pemelihara, dan Siwa sebagai dewa pemusnah. Berdasarkan prasasti Siwagrha nama asli kompleks candi ini adalah Siwagrha (bahasa Sanskerta yang bermakna 'Rumah Siwa'), dan memang di garbagriha (ruang utama) candi ini bersemayam arca Siwa Mahadewa setinggi tiga meter yang menujukkan bahwa di candi ini dewa Siwa lebih diutamakan.\nKompleks percandian Candi Prambanan secara keseluruhan berada di wilayah provinsi Daerah Istimewa Yogyakarta, namun pintu administrasinya berada di Daerah Istimewa Surakarta (sekarang bagian Provinsi Jawa Tengah), hal ini yang membuat Candi Prambanan terletak di 2 tempat yakni di Desa Bokoharjo, Kecamatan Prambanan, Kabupaten Sleman, dan di Desa Tlogo, Kecamatan Prambanan, Kabupaten Klaten, atau kurang lebih 17 kilometer timur laut Yogyakarta, 50 kilometer barat daya Surakarta dan 120 kilometer selatan Semarang, persis di perbatasan antara Daerah Istimewa Yogyakarta dan Daerah Istimewa Surakarta.Candi ini adalah termasuk Situs Warisan Dunia UNESCO, candi Hindu terbesar di Indonesia, sekaligus salah satu candi terindah di Asia Tenggara. Arsitektur bangunan ini berbentuk tinggi dan ramping sesuai dengan arsitektur Hindu pada umumnya dengan candi Siwa sebagai candi utama memiliki ketinggian mencapai 47 meter menjulang di tengah kompleks gugusan candi-candi yang lebih kecil. Sebagai salah satu candi termegah di Asia Tenggara, candi Prambanan menjadi daya tarik kunjungan wisatawan dari seluruh dunia.Menurut prasasti Siwagrha, candi ini mulai dibangun pada sekitar tahun 850 masehi oleh Rakai Pikatan, dan terus dikembangkan dan diperluas oleh Balitung Maha Sambu, pada masa kerajaan Medang Mataram.",Budaya,Yogyakarta,50000,4,4.7,-7.7520206,110.4914674,candi prambanan budaya yogyakarta candi prambanan candi roro jonggrang bahasa jawa  translit candhi prambanan kompleks candi hindu terbesar indonesia dibangun abad ke-9 masehi candi dipersembahkan trimurti dewa utama hindu brahma dewa pencipta wisnu dewa pemelihara siwa dewa pemusnah berdasarkan prasasti siwagrha nama asli kompleks candi siwagrha bahasa sanskerta bermakna rumah siwa garbagriha ruang utama candi bersemayam arca siwa mahadewa meter menujukkan candi dewa siwa diutamakannkompleks percandian candi prambanan wilayah provinsi daerah istimewa yogyakarta pintu administrasinya daerah istimewa surakarta provinsi jawa tengah candi prambanan terletak  desa bokoharjo kecamatan prambanan kabupaten sleman desa tlogo kecamatan prambanan kabupaten klaten  kilometer timur laut yogyakarta  kilometer barat daya surakarta  kilometer selatan semarang persis perbatasan daerah istimewa yogyakarta daerah istimewa surakartacandi situs warisan dunia unesco candi hindu terbesar indonesia salah candi terindah asia tenggara arsitektur bangunan berbentuk tinggi ramping sesuai arsitektur hindu candi siwa candi utama memiliki ketinggian mencapai  meter menjulang tengah kompleks gugusan candi-candi salah candi termegah asia tenggara candi prambanan daya tarik kunjungan wisatawan duniamenurut prasasti siwagrha candi dibangun tahun  masehi rakai pikatan dikembangkan diperluas balitung maha sambu kerajaan medang mataram,41,100000,500000,AZose0np3mGLIDpMP48ccBG3P6wtiOkq6l1UVfRjo4HdwWUk9ersDAWOqAqfKzwKa-J83Ln2zcEEl7tgKLgW9F8TsI0HOjPH79UAFmG5TcbKp1wGrFBX8p1IFc1DtG6mG5iyEKi9GOc6Kh11-M2iwjLgXIvp2b-aZiMeEo40ae2ywIrZs4fH,https://lh3.googleusercontent.com/places/ANJU3DsanCJkZgm6hisqYKPmpY7iMTqY6B5wKiVZAFYjRqlg76nSC4iERdZ41Yr-L0PJVQZukt1MbuW1QF_zINhesC1BbaacFDAp8nI=s1600-w1600-h1600,"Jl. Raya Solo - Yogyakarta No.16, Kranggan, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571, Indonesia"
ChIJ_RNDBPb1aS4Rt8kc71O3mVI,Candi Borobudur,"Borobudur (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦧꦫꦧꦸꦝꦸꦂ, translit. Candhi Barabudhur) adalah sebuah candi Buddha yang terletak di Borobudur, Magelang, Jawa Tengah, Indonesia. Candi ini terletak kurang lebih 100 km di sebelah barat daya Semarang, 86 km di sebelah barat Surakarta, dan 40 km di sebelah barat laut Yogyakarta. Candi berbentuk stupa ini didirikan oleh para penganut agama Buddha Mahayana sekitar tahun 800-an Masehi pada masa pemerintahan wangsa Syailendra. Borobudur adalah candi atau kuil Buddha terbesar di dunia, sekaligus salah satu monumen Buddha terbesar di dunia.\nMonumen ini terdiri atas enam teras berbentuk bujur sangkar yang di atasnya terdapat tiga pelataran melingkar, pada dindingnya dihiasi dengan 2.672 panel relief dan aslinya terdapat 504 arca Buddha. Borobudur memiliki koleksi relief Buddha terlengkap dan terbanyak di dunia. Stupa utama terbesar teletak di tengah sekaligus memahkotai bangunan ini, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang di dalamnya terdapat arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra (sikap tangan) Dharmachakra mudra (memutar roda dharma).\nMonumen ini merupakan model alam semesta dan dibangun sebagai tempat suci untuk memuliakan Buddha sekaligus berfungsi sebagai tempat ziarah untuk menuntun umat manusia beralih dari alam nafsu duniawi menuju pencerahan dan kebijaksanaan sesuai ajaran Buddha. Para peziarah masuk melalui sisi timur dan memulai ritual di dasar candi dengan berjalan melingkari bangunan suci ini searah jarum jam, sambil terus naik ke undakan berikutnya melalui tiga tingkatan ranah dalam kosmologi Buddha. Ketiga tingkatan itu adalah Kāmadhātu (ranah hawa nafsu), Rupadhatu (ranah berwujud), dan Arupadhatu (ranah tak berwujud). Dalam perjalanannya para peziarah berjalan melalui serangkaian lorong dan tangga dengan menyaksikan tak kurang dari 1.460 panel relief indah yang terukir pada dinding dan pagar langkan.\nMenurut bukti-bukti sejarah, Borobudur ditinggalkan pada abad ke-14 seiring melemahnya pengaruh kerajaan Hindu dan Buddha di Jawa serta mulai masuknya pengaruh Islam. Dunia mulai menyadari keberadaan bangunan ini sejak ditemukan 1814 oleh Sir Thomas Stamford Raffles, yang saat itu menjabat sebagai Gubernur Jenderal Inggris atas Jawa. Sejak saat itu Borobudur telah mengalami serangkaian upaya penyelamatan dan pemugaran (perbaikan kembali). Proyek pemugaran terbesar digelar pada kurun waktu 1975 hingga 1982 atas upaya Pemerintah Republik Indonesia dan UNESCO, kemudian situs bersejarah ini masuk dalam daftar Situs Warisan Dunia.Borobudur kini masih digunakan sebagai tempat ziarah keagamaan; tiap tahun umat Buddha yang datang dari seluruh Indonesia dan mancanegara berkumpul di Borobudur untuk memperingati Trisuci Waisak. Dalam dunia pariwisata, Borobudur adalah objek wisata tunggal di Indonesia yang paling banyak dikunjungi wisatawan.",Budaya,Yogyakarta,50000,4,4.7,-7.6078738,110.2037513,candi borobudur budaya yogyakarta borobudur bahasa jawa  translit candhi barabudhur candi buddha terletak borobudur magelang jawa tengah indonesia candi terletak  km sebelah barat daya semarang  km sebelah barat surakarta  km sebelah barat laut yogyakarta candi berbentuk stupa didirikan penganut agama buddha mahayana tahun -an masehi pemerintahan wangsa syailendra borobudur candi kuil buddha terbesar dunia salah monumen buddha terbesar dunianmonumen enam teras berbentuk bujur sangkar atasnya pelataran melingkar dindingnya dihiasi  panel relief aslinya  arca buddha borobudur memiliki koleksi relief buddha terlengkap dunia stupa utama terbesar teletak tengah memahkotai bangunan dikelilingi barisan melingkar  stupa berlubang dalamnya arca buddha tengah duduk bersila posisi teratai sempurna mudra sikap tangan dharmachakra mudra memutar roda dharmanmonumen model alam semesta dibangun suci memuliakan buddha berfungsi ziarah menuntun umat manusia beralih alam nafsu duniawi pencerahan kebijaksanaan sesuai ajaran buddha peziarah sisi timur ritual dasar candi berjalan melingkari bangunan suci searah jarum jam undakan tingkatan ranah kosmologi buddha ketiga tingkatan kmadhtu ranah hawa nafsu rupadhatu ranah berwujud arupadhatu ranah berwujud perjalanannya peziarah berjalan serangkaian lorong tangga menyaksikan  panel relief indah terukir dinding pagar langkannmenurut bukti-bukti sejarah borobudur ditinggalkan abad ke- seiring melemahnya pengaruh kerajaan hindu buddha jawa masuknya pengaruh islam dunia menyadari keberadaan bangunan ditemukan  sir thomas stamford raffles menjabat gubernur jenderal inggris jawa borobudur mengalami serangkaian upaya penyelamatan pemugaran perbaikan proyek pemugaran terbesar digelar kurun waktu 9 9 upaya pemerintah republik indonesia unesco situs bersejarah daftar situs warisan duniaborobudur ziarah keagamaan tahun umat buddha indonesia mancanegara berkumpul borobudur memperingati trisuci waisak dunia pariwisata borobudur objek wisata tunggal indonesia dikunjungi wisatawan,42,100000,500000,AZose0kkx_1YYyfFVHFfmA73_zqtFx-J3xPiHrS7EngPt2Gd8Sh6zXby4N4jldeUuAkm2_jDiQCJgbZVvSU1lo5y6s5jea5HIdPEmFg3jmcYUljrmzrY78x4jvP_ByYT-yoZUXn7ki1s60yOQQrRl2AgNjjnyUnxVp_KVh8qpF7o2nO0E9_3,https://lh3.googleusercontent.com/places/ANJU3DvBANjswI5k5Hnh0HoxO7uXEiekK25VbBDkmNyeLZAQqNm3Zvh4QlBT2JJ7FWdCZc8qRLfGc9qjZ9K4-pFZmkmwpghYo74-cts=s1600-w780-h1040,"Lt.12, ​Gedung Sarinah, Jl. M.H. Thamrin No.11, RT.8/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia"
